set_id,user_id,date,week_index_user,week_type,acwr,session_tag,exercise_id,set_index,reps_target,reps_done,load_intended_kg,load_done_kg,rpe_done,rest_planned_sec,rir_target,feedback,workout_id
0002S0000614,2,2025-12-31,30,normal,1.1647966230011009,FullBody,20,4,9,8,35.5,26.0,7.0,150.0,4.0,,162.0
0002S0000615,2,2025-12-31,30,normal,1.1647966230011009,FullBody,20,5,9,9,35.5,26.0,1.0,150.0,4.0,,162.0
0002S0000616,2,2025-12-31,30,normal,1.1647966230011009,FullBody,19,1,10,11,29.25,25.5,5.5,180.0,3.0,,162.0
0002S0000617,2,2025-12-31,30,normal,1.1647966230011009,FullBody,19,2,12,13,29.25,23.25,4.0,180.0,3.0,,162.0
0002S0000618,2,2025-12-31,30,normal,1.1647966230011009,FullBody,19,3,8,7,29.25,26.75,4.0,180.0,3.0,,162.0
0002S0000619,2,2025-12-31,30,normal,1.1647966230011009,FullBody,19,4,6,4,29.25,26.5,3.0,180.0,3.0,,162.0
0002S0000620,2,2025-12-31,30,normal,1.1647966230011009,FullBody,19,5,10,9,29.25,23.5,4.5,180.0,3.0,,162.0
0002S0000621,2,2026-01-01,30,normal,1.1647966230011009,FullBody,20,1,7,5,31.25,30.0,7.5,150.0,3.0,,163.0
0002S0000622,2,2026-01-01,30,normal,1.1647966230011009,FullBody,20,2,12,12,31.25,24.75,3.5,150.0,3.0,,163.0
0002S0000623,2,2026-01-01,30,normal,1.1647966230011009,FullBody,20,3,11,10,31.25,24.75,5.5,150.0,3.0,,163.0
0002S0000624,2,2026-01-01,30,normal,1.1647966230011009,FullBody,20,4,7,10,31.25,27.0,4.0,150.0,3.0,,163.0
0002S0000625,2,2026-01-01,30,normal,1.1647966230011009,FullBody,20,5,7,6,31.25,26.75,1.0,150.0,3.0,,163.0
0002S0000626,2,2026-01-01,30,normal,1.1647966230011009,FullBody,19,1,12,13,31.25,25.0,6.5,90.0,3.0,,163.0
0002S0000627,2,2026-01-01,30,normal,1.1647966230011009,FullBody,19,2,8,8,31.25,26.75,9.5,90.0,3.0,Recuperi corti,163.0
0002S0000628,2,2026-01-01,30,normal,1.1647966230011009,FullBody,19,3,12,11,31.25,24.75,3.0,90.0,3.0,,163.0
0002S0000629,2,2026-01-04,30,normal,1.1647966230011009,FullBody,20,1,12,11,39.25,24.0,8.0,150.0,3.0,,164.0
0002S0000630,2,2026-01-04,30,normal,1.1647966230011009,FullBody,20,2,8,10,39.25,28.25,6.0,150.0,3.0,,164.0
0002S0000631,2,2026-01-04,30,normal,1.1647966230011009,FullBody,20,3,10,10,39.25,25.0,6.0,150.0,3.0,,164.0
0002S0000632,2,2026-01-04,30,normal,1.1647966230011009,FullBody,19,1,10,11,33.25,23.5,6.0,150.0,4.0,,164.0
0002S0000633,2,2026-01-04,30,normal,1.1647966230011009,FullBody,19,2,12,12,33.25,24.0,5.0,150.0,4.0,,164.0
0002S0000634,2,2026-01-04,30,normal,1.1647966230011009,FullBody,19,3,8,7,33.25,25.0,5.5,150.0,4.0,,164.0
0002S0000635,2,2026-01-04,30,normal,1.1647966230011009,FullBody,19,4,11,13,33.25,23.5,6.5,150.0,4.0,,164.0
0002S0000636,2,2026-01-04,30,normal,1.1647966230011009,FullBody,19,5,9,8,33.25,27.25,3.0,150.0,4.0,,164.0
0002S0000637,2,2026-01-05,31,normal,1.0736263940075084,FullBody,20,1,9,10,35.5,29.25,10.0,150.0,3.0,,165.0
0002S0000638,2,2026-01-05,31,normal,1.0736263940075084,FullBody,20,2,7,8,35.5,29.0,5.5,150.0,3.0,,165.0
0002S0000639,2,2026-01-05,31,normal,1.0736263940075084,FullBody,20,3,12,10,35.5,23.75,4.5,150.0,3.0,,165.0
0002S0000640,2,2026-01-05,31,normal,1.0736263940075084,FullBody,20,4,11,12,35.5,26.5,5.0,150.0,3.0,,165.0
0002S0000641,2,2026-01-05,31,normal,1.0736263940075084,FullBody,20,5,9,12,35.5,25.75,3.5,150.0,3.0,,165.0
0002S0000642,2,2026-01-05,31,normal,1.0736263940075084,FullBody,19,1,8,7,35.25,26.75,4.0,150.0,3.0,,165.0
0002S0000643,2,2026-01-05,31,normal,1.0736263940075084,FullBody,19,2,12,13,35.25,23.0,2.0,150.0,3.0,,165.0
0002S0000644,2,2026-01-05,31,normal,1.0736263940075084,FullBody,19,3,6,7,35.25,27.25,6.0,150.0,3.0,,165.0
0002S0000645,2,2026-01-05,31,normal,1.0736263940075084,FullBody,19,4,9,11,35.25,28.25,5.5,150.0,3.0,,165.0
0002S0000646,2,2026-01-08,31,normal,1.0736263940075084,FullBody,20,1,9,8,31.25,27.0,8.0,180.0,2.0,,166.0
0002S0000647,2,2026-01-08,31,normal,1.0736263940075084,FullBody,20,2,11,11,31.25,27.0,8.0,180.0,2.0,,166.0
0002S0000648,2,2026-01-08,31,normal,1.0736263940075084,FullBody,20,3,8,8,31.25,27.25,4.0,180.0,2.0,,166.0
0002S0000649,2,2026-01-08,31,normal,1.0736263940075084,FullBody,20,4,10,10,31.25,25.0,1.5,180.0,2.0,Recuperi corti,166.0
0002S0000650,2,2026-01-08,31,normal,1.0736263940075084,FullBody,20,5,6,6,31.25,30.0,5.5,180.0,2.0,,166.0
0002S0000651,2,2026-01-08,31,normal,1.0736263940075084,FullBody,20,6,6,8,31.25,32.0,4.0,180.0,2.0,,166.0
0002S0000652,2,2026-01-08,31,normal,1.0736263940075084,FullBody,19,1,9,10,33.0,27.75,3.0,120.0,2.0,,166.0
0002S0000653,2,2026-01-08,31,normal,1.0736263940075084,FullBody,19,2,7,7,33.0,29.5,4.0,120.0,2.0,,166.0
0002S0000654,2,2026-01-08,31,normal,1.0736263940075084,FullBody,19,3,10,10,33.0,27.5,1.0,120.0,2.0,,166.0
0002S0000655,2,2026-01-08,31,normal,1.0736263940075084,FullBody,19,4,10,10,33.0,26.5,4.0,120.0,2.0,,166.0
0002S0000656,2,2026-01-11,31,normal,1.0736263940075084,FullBody,20,1,6,4,34.0,29.25,4.5,120.0,4.0,,167.0
0002S0000657,2,2026-01-11,31,normal,1.0736263940075084,FullBody,20,2,9,8,34.0,26.25,8.0,120.0,4.0,,167.0
0002S0000658,2,2026-01-11,31,normal,1.0736263940075084,FullBody,20,3,6,3,34.0,28.0,5.5,120.0,4.0,,167.0
0002S0000659,2,2026-01-11,31,normal,1.0736263940075084,FullBody,20,4,8,8,34.0,28.5,4.0,120.0,4.0,,167.0
0002S0000660,2,2026-01-11,31,normal,1.0736263940075084,FullBody,20,5,6,4,34.0,28.5,6.5,120.0,4.0,,167.0
0002S0000661,2,2026-01-11,31,normal,1.0736263940075084,FullBody,19,1,11,12,29.5,26.25,3.5,90.0,3.0,,167.0
0002S0000662,2,2026-01-11,31,normal,1.0736263940075084,FullBody,19,2,12,11,29.5,23.0,4.5,90.0,3.0,,167.0
0002S0000663,2,2026-01-11,31,normal,1.0736263940075084,FullBody,19,3,8,7,29.5,29.0,6.5,90.0,3.0,,167.0
0002S0000664,2,2026-01-11,31,normal,1.0736263940075084,FullBody,19,4,10,10,29.5,26.25,9.0,90.0,3.0,,167.0
0002S0000665,2,2026-01-11,31,normal,1.0736263940075084,FullBody,19,5,6,4,29.5,29.0,8.5,90.0,3.0,,167.0
0002S0000666,2,2026-01-11,31,normal,1.0736263940075084,FullBody,19,6,6,6,29.5,29.25,,90.0,3.0,,167.0
0002S0000667,2,2026-01-13,32,normal,1.055856567397297,FullBody,20,1,8,10,36.0,27.25,6.0,150.0,4.0,,168.0
0002S0000668,2,2026-01-13,32,normal,1.055856567397297,FullBody,20,2,9,10,36.0,25.75,7.0,150.0,4.0,,168.0
0002S0000669,2,2026-01-13,32,normal,1.055856567397297,FullBody,20,3,11,12,36.0,25.25,5.0,150.0,4.0,,168.0
0002S0000670,2,2026-01-13,32,normal,1.055856567397297,FullBody,20,4,6,4,36.0,25.75,5.5,150.0,4.0,,168.0
0002S0000671,2,2026-01-13,32,normal,1.055856567397297,FullBody,20,5,12,13,36.0,21.0,9.0,150.0,4.0,,168.0
0002S0000672,2,2026-01-13,32,normal,1.055856567397297,FullBody,20,6,6,7,36.0,26.5,6.0,150.0,4.0,,168.0
0002S0000673,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,1,8,8,31.25,27.5,1.5,150.0,3.0,,168.0
0002S0000674,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,2,10,11,31.25,25.75,1.5,150.0,3.0,,168.0
0002S0000675,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,3,11,12,31.25,23.5,5.5,150.0,3.0,,168.0
0002S0000676,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,4,8,7,31.25,27.25,3.5,150.0,3.0,,168.0
0002S0000677,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,5,7,9,31.25,27.0,5.5,150.0,3.0,,168.0
0002S0000678,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,6,10,9,31.25,25.75,5.0,150.0,3.0,,168.0
0002S0000679,2,2026-01-13,32,normal,1.055856567397297,FullBody,19,7,12,12,31.25,25.0,6.5,150.0,3.0,,168.0
0002S0000680,2,2026-01-15,32,normal,1.055856567397297,FullBody,20,1,10,9,29.75,24.25,6.5,120.0,4.0,,169.0
0002S0000681,2,2026-01-15,32,normal,1.055856567397297,FullBody,20,2,8,9,29.75,27.75,5.0,120.0,4.0,,169.0
0002S0000682,2,2026-01-15,32,normal,1.055856567397297,FullBody,19,1,7,5,31.75,25.5,4.5,180.0,4.0,Sentito bene,169.0
0002S0000683,2,2026-01-15,32,normal,1.055856567397297,FullBody,19,2,11,12,31.75,24.5,6.0,180.0,4.0,,169.0
0002S0000684,2,2026-01-15,32,normal,1.055856567397297,FullBody,19,3,7,7,31.75,27.75,6.5,180.0,4.0,,169.0
0002S0000685,2,2026-01-15,32,normal,1.055856567397297,FullBody,19,4,10,9,31.75,25.0,1.5,180.0,4.0,,169.0
0002S0000686,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,1,10,9,29.25,25.75,4.0,150.0,3.0,Sentito bene,170.0
0002S0000687,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,2,7,6,29.25,29.0,3.5,150.0,3.0,,170.0
0002S0000688,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,3,6,5,29.25,29.0,5.0,150.0,3.0,,170.0
0002S0000689,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,4,9,8,29.25,25.75,8.0,150.0,3.0,,170.0
0002S0000690,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,5,7,7,29.25,29.5,7.5,150.0,3.0,,170.0
0002S0000691,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,6,11,8,29.25,26.0,2.0,150.0,3.0,,170.0
0002S0000692,2,2026-01-18,32,normal,1.055856567397297,FullBody,20,7,11,10,29.25,26.25,2.0,150.0,3.0,,170.0
0002S0000693,2,2026-01-18,32,normal,1.055856567397297,FullBody,19,1,7,9,29.25,28.5,4.5,120.0,3.0,,170.0
0002S0000694,2,2026-01-18,32,normal,1.055856567397297,FullBody,19,2,11,10,29.25,25.75,5.5,120.0,3.0,,170.0
0002S0000695,2,2026-01-18,32,normal,1.055856567397297,FullBody,19,3,8,9,29.25,25.5,4.5,120.0,3.0,,170.0
0002S0000696,2,2026-01-18,32,normal,1.055856567397297,FullBody,19,4,6,6,29.25,30.75,1.0,120.0,3.0,,170.0
0002S0000697,2,2026-01-22,33,normal,1.080011215417388,FullBody,20,1,7,8,37.25,30.5,5.5,180.0,2.0,,172.0
0002S0000698,2,2026-01-22,33,normal,1.080011215417388,FullBody,20,2,10,12,37.25,27.0,7.0,180.0,2.0,,172.0
0002S0000699,2,2026-01-22,33,normal,1.080011215417388,FullBody,20,3,12,12,37.25,26.25,4.0,180.0,2.0,,172.0
0002S0000700,2,2026-01-22,33,normal,1.080011215417388,FullBody,20,4,10,10,37.25,27.5,1.5,180.0,2.0,,172.0
0002S0000701,2,2026-01-22,33,normal,1.080011215417388,FullBody,20,5,12,11,37.25,26.0,5.0,180.0,2.0,,172.0
0002S0000702,2,2026-01-22,33,normal,1.080011215417388,FullBody,20,6,9,9,37.25,28.5,6.0,180.0,2.0,Sentito bene,172.0
0002S0000703,2,2026-01-22,33,normal,1.080011215417388,FullBody,19,1,7,6,32.5,28.5,8.0,120.0,4.0,,172.0
0002S0000704,2,2026-01-22,33,normal,1.080011215417388,FullBody,19,2,11,9,32.5,25.5,6.0,120.0,4.0,,172.0
0002S0000705,2,2026-01-22,33,normal,1.080011215417388,FullBody,19,3,12,10,32.5,25.0,10.0,120.0,4.0,,172.0
0002S0000706,2,2026-01-22,33,normal,1.080011215417388,FullBody,19,4,8,7,32.5,27.75,5.5,120.0,4.0,,172.0
0002S0000707,2,2026-01-25,33,normal,1.080011215417388,FullBody,20,1,6,9,38.5,29.5,5.0,90.0,3.0,,173.0
0002S0000708,2,2026-01-25,33,normal,1.080011215417388,FullBody,20,2,9,8,38.5,27.75,3.0,90.0,3.0,,173.0
0002S0000709,2,2026-01-25,33,normal,1.080011215417388,FullBody,20,3,6,6,38.5,29.0,3.5,90.0,3.0,,173.0
0002S0000710,2,2026-01-25,33,normal,1.080011215417388,FullBody,20,4,10,10,38.5,26.75,1.5,90.0,3.0,,173.0
0002S0000711,2,2026-01-25,33,normal,1.080011215417388,FullBody,20,5,6,8,38.5,29.25,9.0,90.0,3.0,,173.0
0002S0000712,2,2026-01-25,33,normal,1.080011215417388,FullBody,20,6,7,8,38.5,28.25,8.0,90.0,3.0,,173.0
0002S0000713,2,2026-01-25,33,normal,1.080011215417388,FullBody,19,1,11,11,34.25,25.0,4.5,150.0,4.0,,173.0
0002S0000714,2,2026-01-25,33,normal,1.080011215417388,FullBody,19,2,7,6,34.25,28.0,9.0,150.0,4.0,,173.0
0002S0000715,2,2026-01-25,33,normal,1.080011215417388,FullBody,19,3,8,6,34.25,27.75,8.5,150.0,4.0,,173.0
0002S0000716,2,2026-01-25,33,normal,1.080011215417388,FullBody,19,4,10,9,34.25,26.0,4.5,150.0,4.0,,173.0
0002S0000717,2,2026-01-26,34,normal,0.9298817594900712,FullBody,20,1,8,9,39.25,28.5,9.0,120.0,4.0,,174.0
0002S0000718,2,2026-01-26,34,normal,0.9298817594900712,FullBody,20,2,6,4,39.25,30.5,6.5,120.0,4.0,,174.0
0002S0000719,2,2026-01-26,34,normal,0.9298817594900712,FullBody,20,3,9,9,39.25,26.25,5.0,120.0,4.0,Recuperi corti,174.0
0002S0000720,2,2026-01-26,34,normal,0.9298817594900712,FullBody,19,1,10,10,33.5,27.5,6.0,180.0,3.0,,174.0
0002S0000721,2,2026-01-26,34,normal,0.9298817594900712,FullBody,19,2,9,7,33.5,26.75,5.0,180.0,3.0,,174.0
0002S0000722,2,2026-01-26,34,normal,0.9298817594900712,FullBody,19,3,8,8,33.5,27.75,5.0,180.0,3.0,,174.0
0002S0000723,2,2026-01-26,34,normal,0.9298817594900712,FullBody,19,4,8,8,33.5,28.25,3.5,180.0,3.0,,174.0
0002S0000724,2,2026-01-26,34,normal,0.9298817594900712,FullBody,19,5,11,12,33.5,25.25,5.0,180.0,3.0,,174.0
0002S0000725,2,2026-01-29,34,normal,0.9298817594900712,FullBody,20,1,7,6,33.75,27.75,4.0,120.0,2.0,,175.0
0002S0000726,2,2026-01-29,34,normal,0.9298817594900712,FullBody,20,2,10,9,33.75,27.25,5.5,120.0,2.0,,175.0
0002S0000727,2,2026-01-29,34,normal,0.9298817594900712,FullBody,20,3,9,9,33.75,28.5,7.0,120.0,2.0,,175.0
0002S0000728,2,2026-01-29,34,normal,0.9298817594900712,FullBody,20,4,9,8,33.75,28.5,8.0,120.0,2.0,,175.0
0002S0000729,2,2026-01-29,34,normal,0.9298817594900712,FullBody,20,5,7,6,33.75,32.0,8.5,120.0,2.0,,175.0
0002S0000730,2,2026-01-29,34,normal,0.9298817594900712,FullBody,19,1,11,12,33.5,24.5,7.0,180.0,4.0,,175.0
0002S0000731,2,2026-01-29,34,normal,0.9298817594900712,FullBody,19,2,10,10,33.5,26.75,7.5,180.0,4.0,,175.0
0002S0000732,2,2026-01-31,34,normal,0.9298817594900712,FullBody,20,1,6,6,36.5,29.5,2.5,180.0,2.0,,176.0
0002S0000733,2,2026-01-31,34,normal,0.9298817594900712,FullBody,20,2,12,12,36.5,26.25,5.0,180.0,2.0,,176.0
0002S0000734,2,2026-01-31,34,normal,0.9298817594900712,FullBody,20,3,9,10,36.5,27.25,7.5,180.0,2.0,,176.0
0002S0000735,2,2026-01-31,34,normal,0.9298817594900712,FullBody,20,4,7,7,36.5,30.75,7.0,180.0,2.0,,176.0
0002S0000736,2,2026-01-31,34,normal,0.9298817594900712,FullBody,20,5,11,11,36.5,27.0,6.5,180.0,2.0,,176.0
0002S0000737,2,2026-01-31,34,normal,0.9298817594900712,FullBody,19,1,9,7,33.25,24.25,5.5,90.0,4.0,Recuperi corti,176.0
0002S0000738,2,2026-01-31,34,normal,0.9298817594900712,FullBody,19,2,8,8,33.25,27.25,2.5,90.0,4.0,,176.0
0002S0000739,2,2026-01-31,34,normal,0.9298817594900712,FullBody,19,3,10,9,33.25,25.25,8.0,90.0,4.0,,176.0
0002S0000740,2,2026-02-02,35,normal,1.052789595064437,FullBody,20,1,11,12,30.5,26.25,6.0,180.0,3.0,,177.0
0002S0000741,2,2026-02-02,35,normal,1.052789595064437,FullBody,20,2,12,14,30.5,26.5,5.5,180.0,3.0,,177.0
0002S0000742,2,2026-02-02,35,normal,1.052789595064437,FullBody,20,3,10,10,30.5,25.25,6.0,180.0,3.0,,177.0
0002S0000743,2,2026-02-02,35,normal,1.052789595064437,FullBody,20,4,8,6,30.5,28.75,3.5,180.0,3.0,,177.0
0002S0000744,2,2026-02-02,35,normal,1.052789595064437,FullBody,20,5,6,8,30.5,29.75,3.0,180.0,3.0,,177.0
0002S0000745,2,2026-02-02,35,normal,1.052789595064437,FullBody,20,6,9,9,30.5,28.5,7.5,180.0,3.0,,177.0
0002S0000746,2,2026-02-02,35,normal,1.052789595064437,FullBody,19,1,8,9,34.0,30.5,2.5,120.0,2.0,,177.0
0002S0000747,2,2026-02-02,35,normal,1.052789595064437,FullBody,19,2,12,12,34.0,26.75,3.5,120.0,2.0,,177.0
0002S0000748,2,2026-02-02,35,normal,1.052789595064437,FullBody,19,3,11,10,34.0,25.5,1.0,120.0,2.0,,177.0
0002S0000749,2,2026-02-02,35,normal,1.052789595064437,FullBody,19,4,7,8,34.0,28.25,7.0,120.0,2.0,,177.0
0002S0000750,2,2026-02-02,35,normal,1.052789595064437,FullBody,19,5,11,11,34.0,28.0,8.0,120.0,2.0,,177.0
0002S0000751,2,2026-02-05,35,normal,1.052789595064437,FullBody,20,1,11,12,38.0,27.75,8.5,120.0,2.0,,178.0
0002S0000752,2,2026-02-05,35,normal,1.052789595064437,FullBody,20,2,11,11,38.0,26.75,6.0,120.0,2.0,,178.0
0002S0000753,2,2026-02-05,35,normal,1.052789595064437,FullBody,20,3,10,8,38.0,28.75,6.0,120.0,2.0,,178.0
0002S0000754,2,2026-02-05,35,normal,1.052789595064437,FullBody,20,4,6,6,38.0,32.5,9.5,120.0,2.0,,178.0
0002S0000755,2,2026-02-05,35,normal,1.052789595064437,FullBody,20,5,10,11,38.0,27.0,7.5,120.0,2.0,,178.0
0002S0000756,2,2026-02-05,35,normal,1.052789595064437,FullBody,20,6,11,12,38.0,26.0,9.0,120.0,2.0,,178.0
0002S0000757,2,2026-02-05,35,normal,1.052789595064437,FullBody,19,1,6,7,37.0,28.75,3.0,120.0,4.0,,178.0
0002S0000758,2,2026-02-05,35,normal,1.052789595064437,FullBody,19,2,7,8,37.0,29.0,5.0,120.0,4.0,,178.0
0002S0000759,2,2026-02-05,35,normal,1.052789595064437,FullBody,19,3,7,6,37.0,27.25,4.5,120.0,4.0,,178.0
0002S0000760,2,2026-02-07,35,normal,1.052789595064437,FullBody,20,1,11,11,32.25,26.75,1.0,180.0,2.0,Recuperi corti,179.0
0002S0000761,2,2026-02-07,35,normal,1.052789595064437,FullBody,20,2,12,11,32.25,24.5,3.0,180.0,2.0,,179.0
0002S0000762,2,2026-02-07,35,normal,1.052789595064437,FullBody,20,3,8,7,32.25,30.5,6.5,180.0,2.0,,179.0
0002S0000763,2,2026-02-07,35,normal,1.052789595064437,FullBody,20,4,10,11,32.25,26.5,1.5,180.0,2.0,,179.0
0002S0000764,2,2026-02-07,35,normal,1.052789595064437,FullBody,20,5,8,9,32.25,31.5,6.5,180.0,2.0,,179.0
0002S0000765,2,2026-02-07,35,normal,1.052789595064437,FullBody,20,6,8,7,32.25,31.5,6.5,180.0,2.0,,179.0
0002S0000766,2,2026-02-07,35,normal,1.052789595064437,FullBody,19,1,11,12,36.0,26.75,4.5,120.0,3.0,,179.0
0002S0000767,2,2026-02-07,35,normal,1.052789595064437,FullBody,19,2,7,7,36.0,30.25,6.5,120.0,3.0,,179.0
0002S0000768,2,2026-02-07,35,normal,1.052789595064437,FullBody,19,3,7,8,36.0,29.0,5.5,120.0,3.0,Recuperi corti,179.0
0004S0000001,4,2025-04-28,1,normal,1.05,Push,4,1,9,9,44.0,34.25,5.5,90.0,2.0,,377.0
0004S0000002,4,2025-04-28,1,normal,1.05,Push,4,2,11,11,44.0,32.75,3.5,90.0,2.0,,377.0
0004S0000003,4,2025-04-28,1,normal,1.05,Push,5,1,10,10,45.5,37.0,4.5,90.0,1.0,,377.0
0004S0000004,4,2025-04-28,1,normal,1.05,Push,5,2,7,4,45.5,36.5,6.0,90.0,1.0,,377.0
0004S0000005,4,2025-04-28,1,normal,1.05,Push,5,3,9,8,45.5,33.75,4.0,90.0,1.0,,377.0
0004S0000006,4,2025-04-28,1,normal,1.05,Push,5,4,9,10,45.5,35.75,5.5,90.0,1.0,,377.0
0004S0000007,4,2025-04-28,1,normal,1.05,Push,1,1,11,11,38.5,26.25,4.5,150.0,2.0,,377.0
0004S0000008,4,2025-04-28,1,normal,1.05,Push,1,2,6,5,38.5,29.5,3.0,150.0,2.0,Recuperi corti,377.0
0004S0000009,4,2025-04-28,1,normal,1.05,Push,3,1,9,10,34.0,30.0,6.0,150.0,1.0,,377.0
0004S0000010,4,2025-04-28,1,normal,1.05,Push,3,2,6,7,34.0,34.25,4.0,150.0,1.0,,377.0
0004S0000011,4,2025-04-28,1,normal,1.05,Push,3,3,12,11,34.0,27.25,6.5,150.0,1.0,,377.0
0004S0000012,4,2025-05-05,2,normal,1.2405940901652963,Legs,16,1,6,5,31.5,28.75,4.5,150.0,3.0,,379.0
0004S0000013,4,2025-05-05,2,normal,1.2405940901652963,Legs,16,2,12,12,31.5,22.0,2.5,150.0,3.0,,379.0
0004S0000014,4,2025-05-05,2,normal,1.2405940901652963,Legs,16,3,12,11,31.5,24.0,5.5,150.0,3.0,,379.0
0004S0000015,4,2025-05-05,2,normal,1.2405940901652963,Legs,17,1,10,11,32.5,27.5,3.0,150.0,1.0,,379.0
0004S0000016,4,2025-05-05,2,normal,1.2405940901652963,Legs,17,2,6,5,32.5,31.0,1.5,150.0,1.0,,379.0
0004S0000017,4,2025-05-05,2,normal,1.2405940901652963,Legs,17,3,6,5,32.5,30.0,4.0,150.0,1.0,,379.0
0004S0000018,4,2025-05-05,2,normal,1.2405940901652963,Legs,17,4,7,6,32.5,29.5,4.0,150.0,1.0,,379.0
0004S0000019,4,2025-05-05,2,normal,1.2405940901652963,Legs,15,1,12,12,31.0,23.5,4.5,90.0,3.0,,379.0
0004S0000020,4,2025-05-05,2,normal,1.2405940901652963,Legs,15,2,8,9,31.0,25.25,3.0,90.0,3.0,,379.0
0004S0000021,4,2025-05-05,2,normal,1.2405940901652963,Legs,15,3,9,11,31.0,24.0,4.0,90.0,3.0,,379.0
0004S0000022,4,2025-05-05,2,normal,1.2405940901652963,Legs,15,4,6,5,31.0,28.5,4.5,90.0,3.0,,379.0
0004S0000023,4,2025-05-05,2,normal,1.2405940901652963,Legs,15,5,11,13,31.0,24.0,4.5,90.0,3.0,,379.0
0004S0000024,4,2025-05-05,2,normal,1.2405940901652963,Legs,13,1,12,12,38.75,24.25,6.0,90.0,1.0,,379.0
0004S0000025,4,2025-05-05,2,normal,1.2405940901652963,Legs,13,2,7,7,38.75,29.25,3.5,90.0,1.0,,379.0
0004S0000026,4,2025-05-05,2,normal,1.2405940901652963,Legs,13,3,8,9,38.75,25.75,4.0,90.0,1.0,Recuperi corti,379.0
0004S0000027,4,2025-05-05,2,normal,1.2405940901652963,Legs,13,4,10,10,38.75,24.0,3.5,90.0,1.0,,379.0
0004S0000028,4,2025-05-05,2,normal,1.2405940901652963,Legs,13,5,7,6,38.75,26.5,2.5,90.0,1.0,Recuperi corti,379.0
0004S0000029,4,2025-05-06,2,normal,1.2405940901652963,Push,4,1,9,10,42.0,35.5,2.5,180.0,1.0,,380.0
0004S0000030,4,2025-05-06,2,normal,1.2405940901652963,Push,4,2,11,11,42.0,34.0,4.5,180.0,1.0,,380.0
0004S0000031,4,2025-05-06,2,normal,1.2405940901652963,Push,4,3,9,9,42.0,34.75,5.5,180.0,1.0,,380.0
0004S0000032,4,2025-05-06,2,normal,1.2405940901652963,Push,4,4,11,11,42.0,33.75,4.5,180.0,1.0,,380.0
0004S0000033,4,2025-05-06,2,normal,1.2405940901652963,Push,5,1,10,10,43.25,32.5,6.5,120.0,2.0,,380.0
0004S0000034,4,2025-05-06,2,normal,1.2405940901652963,Push,5,2,10,11,43.25,32.5,5.0,120.0,2.0,,380.0
0004S0000035,4,2025-05-06,2,normal,1.2405940901652963,Push,5,3,9,8,43.25,32.5,5.5,120.0,2.0,,380.0
0004S0000036,4,2025-05-06,2,normal,1.2405940901652963,Push,5,4,9,10,43.25,33.75,2.5,120.0,2.0,,380.0
0004S0000037,4,2025-05-06,2,normal,1.2405940901652963,Push,1,1,8,8,33.25,27.5,3.5,150.0,1.0,,380.0
0004S0000038,4,2025-05-06,2,normal,1.2405940901652963,Push,1,2,9,9,33.25,28.0,5.5,150.0,1.0,,380.0
0004S0000039,4,2025-05-06,2,normal,1.2405940901652963,Push,1,3,10,10,33.25,27.75,4.0,150.0,1.0,,380.0
0004S0000040,4,2025-05-06,2,normal,1.2405940901652963,Push,1,4,12,13,33.25,25.75,3.5,150.0,1.0,,380.0
0004S0000041,4,2025-05-06,2,normal,1.2405940901652963,Push,3,1,12,12,35.0,24.75,4.0,150.0,2.0,,380.0
0004S0000042,4,2025-05-06,2,normal,1.2405940901652963,Push,3,2,8,8,35.0,29.75,5.0,150.0,2.0,,380.0
0004S0000043,4,2025-05-06,2,normal,1.2405940901652963,Push,3,3,12,11,35.0,26.0,6.0,150.0,2.0,,380.0
0004S0000044,4,2025-05-11,2,normal,1.2405940901652963,Pull,8,1,10,10,34.75,25.0,2.0,150.0,2.0,,381.0
0004S0000045,4,2025-05-11,2,normal,1.2405940901652963,Pull,8,2,6,6,34.75,27.25,5.0,150.0,2.0,Recuperi corti,381.0
0004S0000046,4,2025-05-11,2,normal,1.2405940901652963,Pull,8,3,8,10,34.75,27.0,6.5,150.0,2.0,,381.0
0004S0000047,4,2025-05-11,2,normal,1.2405940901652963,Pull,8,4,12,12,34.75,22.5,4.0,150.0,2.0,,381.0
0004S0000048,4,2025-05-11,2,normal,1.2405940901652963,Pull,9,1,8,8,34.75,28.25,4.5,180.0,2.0,,381.0
0004S0000049,4,2025-05-11,2,normal,1.2405940901652963,Pull,9,2,9,8,34.75,26.75,6.5,180.0,2.0,,381.0
0004S0000050,4,2025-05-11,2,normal,1.2405940901652963,Pull,9,3,12,11,34.75,26.25,4.0,180.0,2.0,,381.0
0004S0000051,4,2025-05-11,2,normal,1.2405940901652963,Pull,10,1,12,11,36.5,27.0,3.0,90.0,1.0,,381.0
